,mapped_feature_1_mapped_feature_4,mapped_feature_2_mapped_feature_1,mapped_feature_2_mapped_feature_4,mapped_feature_3_mapped_feature_4,mapped_feature_4_mapped_feature_2,mapped_feature_4_mapped_feature_0,mapped_feature_4_mapped_feature_1
0,0.08351069688796997,-0.672227680683136,0.06484447419643402,0.05290333926677704,0.0886249765753746,-0.09660685807466507,-0.09660685807466507
1,0.12441743910312653,-0.003659043461084366,0.04744242876768112,0.06304477155208588,-0.2601878345012665,0.0008287308737635612,0.0008287308737635612
2,0.06215290352702141,0.11123567819595337,0.04298701882362366,0.05756261572241783,0.2741941511631012,0.27376556396484375,0.27376556396484375
3,-0.360078364610672,0.175275519490242,-0.18700331449508667,-0.23507627844810486,0.14488989114761353,0.14167769253253937,0.14167769253253937
4,0.03557389974594116,0.42209672927856445,0.02319343388080597,0.03421137481927872,-0.0026785132940858603,0.3291240632534027,0.3291240632534027
5,0.052557092159986496,-0.0021722079254686832,0.1568060666322708,0.217232346534729,-0.001217670738697052,0.011373448185622692,0.011373448185622692
6,0.07452574372291565,-0.30131053924560547,0.06433962285518646,0.07170131802558899,-0.3823573887348175,-0.40542033314704895,-0.40542033314704895
7,0.19499602913856506,-0.06701723486185074,0.049186043441295624,-0.058733221143484116,0.0017758309841156006,0.14859654009342194,0.14859654009342194
8,0.05243625491857529,-0.11639907956123352,0.03319178894162178,0.04754869267344475,0.13976016640663147,-0.14802514016628265,-0.14802514016628265
9,-0.2741920053958893,-0.4161794185638428,-0.4836758077144623,-0.23661305010318756,0.13416695594787598,-0.14816617965698242,-0.14816617965698242
10,0.08407485485076904,0.18360570073127747,0.048456571996212006,0.05685093626379967,0.036497656255960464,0.03573901951313019,0.03573901951313019
11,0.02715977281332016,0.36602267622947693,0.017427347600460052,0.02194305881857872,0.19915781915187836,0.20119985938072205,0.20119985938072205
12,0.03514615073800087,0.0022812560200691223,0.03307836502790451,0.037050679326057434,0.0084660230204463,0.009424855001270771,0.009424855001270771
13,-0.012860335409641266,-0.114266537129879,-0.13238415122032166,-0.18043115735054016,0.27720290422439575,-0.2838793694972992,-0.2838793694972992
14,-0.22815968096256256,0.12226429581642151,-0.1350388526916504,-0.06765071302652359,-0.0012594866566359997,-0.029833348467946053,-0.029833348467946053
15,0.34806936979293823,0.3057827055454254,0.2982175052165985,0.20440581440925598,0.0013582520186901093,0.4537680447101593,0.4537680447101593
16,0.04625353962182999,-0.0007606176659464836,-0.1330617219209671,-0.007032673805952072,0.030222482979297638,0.00891759805381298,0.00891759805381298
17,0.05069931223988533,-0.10784391313791275,0.05169767886400223,0.06815329194068909,-0.09635792672634125,-0.08761671930551529,-0.08761671930551529
18,0.27165502309799194,-0.18733017146587372,0.16942502558231354,0.23594877123832703,-0.20715191960334778,-0.21259689331054688,-0.21259689331054688
19,-0.09694378077983856,0.07503565400838852,-0.07500869035720825,-0.005916967988014221,0.20038770139217377,-0.2022506594657898,-0.2022506594657898
20,0.19651278853416443,0.3066973388195038,0.2985348105430603,0.40712398290634155,-0.26720303297042847,0.275445818901062,0.275445818901062
21,-0.12398018687963486,0.1808662861585617,-0.23276060819625854,-0.18387241661548615,-0.14361992478370667,0.14552484452724457,0.14552484452724457
22,-0.014917533844709396,0.0004936247132718563,0.04686122387647629,-0.12350717186927795,0.15256564319133759,0.005579005926847458,0.005579005926847458
23,0.02904127538204193,0.30919820070266724,0.01963726058602333,0.022510919719934464,0.1439928114414215,0.14059831202030182,0.14059831202030182
24,-0.2350674271583557,-0.42918258905410767,-0.42720624804496765,-0.07139889150857925,-0.07194087654352188,0.06762003153562546,0.06762003153562546
25,0.05242958292365074,-0.004093649797141552,0.037255775183439255,0.04574132338166237,0.14943964779376984,0.01496149878948927,0.01496149878948927
26,-0.6671724915504456,0.4289340078830719,-0.49071845412254333,-0.5826375484466553,-0.010741723701357841,0.5039846301078796,0.5039846301078796
27,0.42191651463508606,0.18977952003479004,0.16741305589675903,0.27661237120628357,-0.16528713703155518,0.16016894578933716,0.16016894578933716
28,0.04418966919183731,-0.12153651565313339,-0.13721096515655518,-0.12101629376411438,-0.2109333723783493,-0.22009918093681335,-0.22009918093681335
29,-0.07323966920375824,-0.0029974966309964657,-0.06426975131034851,-0.29051756858825684,-0.01785513572394848,0.004304098896682262,0.004304098896682262
30,0.034568652510643005,-0.005403955467045307,0.022636692970991135,0.03906413912773132,0.0025398090947419405,0.009199489839375019,0.009199489839375019
31,0.18682728707790375,-0.0019892840646207333,0.04459645226597786,0.17992255091667175,-0.005134815350174904,0.01982797682285309,0.01982797682285309
32,0.26000499725341797,0.31263667345046997,0.27412790060043335,0.22049866616725922,-0.25575870275497437,0.25731560587882996,0.25731560587882996
33,0.055351175367832184,-0.006684329826384783,0.03409769758582115,0.026717983186244965,-0.002637832658365369,0.0009176908060908318,0.0009176908060908318
34,-0.23491692543029785,-0.002356614451855421,-0.30806148052215576,-0.179694265127182,-0.1531849205493927,0.003675634041428566,0.003675634041428566
35,0.03351225331425667,0.17918217182159424,0.1606002002954483,0.4035678207874298,-0.5636888146400452,0.5823268294334412,0.5823268294334412
