,mapped_feature_0_mapped_feature_2,mapped_feature_0_mapped_feature_1,mapped_feature_0_mapped_feature_3,mapped_feature_1_mapped_feature_2,mapped_feature_1_mapped_feature_3,mapped_feature_2_mapped_feature_3,mapped_feature_2_mapped_feature_1,mapped_feature_3_mapped_feature_4,mapped_feature_4_mapped_feature_3
0,-0.039005059748888016,0.06415225565433502,0.08162978291511536,0.16994360089302063,0.06478004157543182,0.054825011640787125,0.007311420515179634,0.29598093032836914,0.016179226338863373
1,-0.10643742978572845,0.09577973186969757,0.07592596858739853,-0.0026772096753120422,-0.030877090990543365,-0.0169137604534626,0.01719709299504757,0.032883405685424805,-0.06599676609039307
2,-0.1391257643699646,0.057797547429800034,0.09448745846748352,0.02887391299009323,0.0760883316397667,0.06221091002225876,-0.005223775282502174,0.03939749673008919,0.020621292293071747
3,-0.14220154285430908,0.0563630685210228,0.07478579878807068,-0.04731285572052002,0.055504485964775085,0.04414314776659012,0.010028590448200703,0.03907131031155586,0.0004972591996192932
4,0.15016452968120575,-0.18285685777664185,0.08080542087554932,0.0014520138502120972,0.06306608021259308,0.05555374175310135,-0.2883104085922241,0.35085660219192505,0.011922679841518402
5,-0.5300453305244446,0.5732336044311523,0.06578601896762848,-0.2654581665992737,0.05651714652776718,0.05199386179447174,0.024905286729335785,-0.21012769639492035,0.0060149990022182465
6,0.38591280579566956,0.3538680672645569,0.34345370531082153,0.27506014704704285,0.2494608610868454,0.21349172294139862,0.23079895973205566,-0.21439999341964722,-0.41829776763916016
7,0.08352909237146378,-0.4597223997116089,0.36207300424575806,0.07951583713293076,0.399748295545578,0.5784239172935486,-0.6281242966651917,0.6921765804290771,0.663054883480072
8,-0.0170564204454422,-0.005235012620687485,-0.005494609475135803,0.18473541736602783,-0.22995014488697052,-0.3031994104385376,-0.27695024013519287,0.14322040975093842,-0.18349133431911469
9,0.44186636805534363,0.5222365856170654,0.08440829813480377,0.3454281985759735,0.0670752078294754,0.05760723352432251,0.3643737733364105,0.026485703885555267,0.009914224036037922
10,0.6209990382194519,0.7240748405456543,0.7082101702690125,0.29959604144096375,0.3359062075614929,0.15964871644973755,0.19531303644180298,-0.17351624369621277,-0.3124063313007355
11,-0.5386433601379395,-0.4629027247428894,0.09706581383943558,-0.5815187692642212,0.07774743437767029,0.06535045802593231,-0.3430066704750061,0.02706320211291313,0.01563064008951187
12,-0.030092015862464905,0.012062504887580872,0.004209436476230621,0.11334285140037537,-0.14405933022499084,-0.05383213236927986,-0.035151563584804535,0.17985856533050537,-0.3997444212436676
13,0.2975948452949524,-0.3796465992927551,-0.38619565963745117,0.297831654548645,-0.3786807656288147,-0.3759656846523285,-0.3512786626815796,0.2562795877456665,-0.18044336140155792
14,0.8046027421951294,0.742859423160553,0.7277902364730835,0.594062328338623,0.5422902703285217,0.3451116383075714,0.368177205324173,0.5013086199760437,0.2514674961566925
15,-0.12339171022176743,-0.18176043033599854,0.07313262671232224,-0.14598795771598816,0.057249583303928375,0.04744875058531761,-0.21363632380962372,-0.4420151114463806,0.006659031845629215
16,0.28529614210128784,0.31425198912620544,0.306081622838974,0.16933274269104004,0.1769733428955078,-0.09520739316940308,-0.06879528611898422,-0.077003613114357,-0.20123717188835144
17,0.0456247478723526,0.02724648267030716,0.026621408760547638,0.03581797704100609,0.03264326602220535,0.09444776177406311,0.12443402409553528,0.022601861506700516,0.29962095618247986
18,0.0753306895494461,0.1040070429444313,0.09164667129516602,0.05656565725803375,0.0526370108127594,0.10540392249822617,0.1332177221775055,-0.12440961599349976,-0.11931083351373672
19,0.19749195873737335,0.1691264510154724,0.1599263846874237,-0.019734535366296768,-0.034367285668849945,0.04262341558933258,0.06885186582803726,0.05627690255641937,-0.004507292993366718
20,0.13986074924468994,0.12921087443828583,0.12185894697904587,-0.06523976475000381,-0.11205451190471649,-0.15113131701946259,-0.12394321709871292,0.07148163765668869,-0.31860554218292236
21,0.08070016652345657,0.0841667503118515,-0.16664108633995056,0.1989089548587799,-0.26051974296569824,-0.2184925228357315,0.17842306196689606,0.3679702579975128,-0.3066050410270691
22,0.016517799347639084,-0.18700313568115234,0.08099223673343658,-0.00016260892152786255,0.06942375004291534,0.05837896093726158,-0.10698411613702774,-0.04837482050061226,0.011489000171422958
23,0.12379828840494156,0.04141335189342499,0.7227877378463745,0.10046663880348206,0.607865571975708,0.6330148577690125,-0.022465692833065987,0.3630366921424866,0.18114003539085388
24,0.29556137323379517,0.34312763810157776,0.32392698526382446,0.17626643180847168,0.18882280588150024,0.22420695424079895,0.26219627261161804,-0.2949495017528534,0.0038716206327080727
25,0.04555802792310715,0.04345053434371948,0.06633015722036362,0.03900200128555298,0.05699159950017929,0.04579631984233856,0.058579400181770325,-0.025500256568193436,0.003086363896727562
26,0.03885044902563095,-0.08828651905059814,0.07010650634765625,-0.0210111103951931,0.04897037893533707,0.04371465742588043,-0.2858302593231201,-0.008434034883975983,0.002005315385758877
27,0.06279698014259338,-0.14185744524002075,0.06852895021438599,0.03292900323867798,0.05136340111494064,0.040960606187582016,0.056357625871896744,-0.2770329713821411,-0.006565418094396591
28,-0.015697557479143143,0.051363520324230194,-0.05469834804534912,0.19942492246627808,-0.24396726489067078,-0.26912257075309753,-0.01706600934267044,0.03484571352601051,-0.25291475653648376
29,-0.11304715275764465,-0.15225760638713837,-0.1585901975631714,-0.07234543561935425,-0.10437726974487305,-0.08302359282970428,-0.05582418292760849,-0.101087287068367,0.12381481379270554
